item,token,tag,patent,partition,trainingTest
7847,traffic,I-FUNCIONALIDADE,71,6,training
7848,information,I-FUNCIONALIDADE,71,6,training
7849,to,O,71,6,training
7850,personal,O,71,6,training
7851,mobility,O,71,6,training
7852,(,O,71,6,training
7853,PM,O,71,6,training
7854,),O,71,6,training
7855,vehicle,O,71,6,training
7856,are,O,71,6,training
7857,provided,O,71,6,training
7858,.,O,71,6,training
7859,A,O,71,6,training
7860,computer,B-SOFTWARE,71,6,training
7861,implemented,I-SOFTWARE,71,6,training
7862,method,I-SOFTWARE,71,6,training
7863,includes,O,71,6,training
7864,receiving,O,71,6,training
7865,",",O,71,6,training
7866,from,O,71,6,training
7867,a,O,71,6,training
7868,PM,O,71,6,training
7869,vehicle,O,71,6,training
7870,",",O,71,6,training
7871,at,O,71,6,training
7872,least,O,71,6,training
7873,one,O,71,6,training
7874,of,O,71,6,training
7875,Received,O,71,6,training
7876,Signal,O,71,6,training
7877,Strength,O,71,6,training
7878,Indicators,O,71,6,training
7879,(,O,71,6,training
7880,RSSIs,O,71,6,training
7881,),O,71,6,training
7882,or,O,71,6,training
7883,Time,O,71,6,training
7884,-,O,71,6,training
7885,of,O,71,6,training
7886,-,O,71,6,training
7887,Flight,O,71,6,training
7888,(,O,71,6,training
7889,ToF,O,71,6,training
7890,),O,71,6,training
7891,values,O,71,6,training
7892,of,O,71,6,training
7893,vehicle,O,71,6,training
7894,-,O,71,6,training
7895,to,O,71,6,training
7896,-,O,71,6,training
7897,everything,O,71,6,training
7898,messages,O,71,6,training
7899,(,O,71,6,training
7900,V2X,O,71,6,training
7901,messages,O,71,6,training
7902,),O,71,6,training
7903,generated,O,71,6,training
7904,from,O,71,6,training
7905,roadside,B-HARDWARE,71,6,training
7906,units,I-HARDWARE,71,6,training
7907,(,O,71,6,training
7908,RSUs,O,71,6,training
7909,),O,71,6,training
7910,and,O,71,6,training
7911,received,O,71,6,training
7912,by,O,71,6,training
7913,the,O,71,6,training
7914,PM,O,71,6,training
7915,vehicle,O,71,6,training
7916,",",O,71,6,training
7917,and,O,71,6,training
7918,receiving,B-FUNCIONALIDADE,71,6,training
7919,identification,I-FUNCIONALIDADE,71,6,training
7920,information,I-FUNCIONALIDADE,71,6,training
7921,and,O,71,6,training
7922,transmission,O,71,6,training
7923,time,O,71,6,training
7924,points,O,71,6,training
7925,included,O,71,6,training
7926,in,O,71,6,training
7927,the,O,71,6,training
7928,V2X,O,71,6,training
7929,messages,O,71,6,training
7930,.,O,71,6,training
7931,A,O,71,6,training
7932,position,O,71,6,training
7933,and,O,71,6,training
7934,a,O,71,6,training
7935,prediction,O,71,6,training
7936,route,O,71,6,training
7937,of,O,71,6,training
7938,the,O,71,6,training
7939,PM,O,71,6,training
7940,vehicle,O,71,6,training
7941,are,O,71,6,training
7942,deduced,O,71,6,training
7943,based,O,71,6,training
7944,on,O,71,6,training
7945,at,O,71,6,training
7946,least,O,71,6,training
7947,one,O,71,6,training
7948,of,O,71,6,training
7949,the,O,71,6,training
7950,RSSIs,O,71,6,training
7951,or,O,71,6,training
7952,the,O,71,6,training
7953,ToF,O,71,6,training
7954,values,O,71,6,training
7955,",",O,71,6,training
7956,the,O,71,6,training
7957,identification,O,71,6,training
7958,information,O,71,6,training
7959,",",O,71,6,training
7960,and,O,71,6,training
7961,the,O,71,6,training
7962,transmission,O,71,6,training
7963,time,O,71,6,training
7964,points,O,71,6,training
7965,.,O,71,6,training
7966,Then,O,71,6,training
7967,",",O,71,6,training
7968,one,O,71,6,training
7969,or,O,71,6,training
7970,more,O,71,6,training
7971,essential,O,71,6,training
7972,traffic,O,71,6,training
7973,lights,O,71,6,training
7974,among,O,71,6,training
7975,a,O,71,6,training
7976,plurality,O,71,6,training
7977,of,O,71,6,training
7978,traffic,O,71,6,training
7979,lights,O,71,6,training
7980,are,O,71,6,training
7981,determined,O,71,6,training
7982,according,O,71,6,training
7983,to,O,71,6,training
7984,the,O,71,6,training
7985,position,O,71,6,training
7986,and,O,71,6,training
7987,the,O,71,6,training
7988,prediction,O,71,6,training
7989,route,O,71,6,training
7990,of,O,71,6,training
7991,the,O,71,6,training
7992,PM,O,71,6,training
7993,vehicle,O,71,6,training
7994,and,O,71,6,training
7995,identification,O,71,6,training
7996,information,O,71,6,training
7997,of,O,71,6,training
7998,the,O,71,6,training
7999,one,O,71,6,training
8000,or,O,71,6,training
8001,more,O,71,6,training
8002,essential,O,71,6,training
8003,traffic,O,71,6,training
8004,lights,O,71,6,training
8005,is,O,71,6,training
8006,transmitted,O,71,6,training
8007,to,O,71,6,training
8008,the,O,71,6,training
8009,PM,O,71,6,training
8010,vehicle,O,71,6,training
8011,.,O,71,6,training
8012,A,O,72,6,training
8013,device,O,72,6,training
8014,and,O,72,6,training
8015,method,O,72,6,training
8016,for,O,72,6,training
8017,positioning,O,72,6,training
8018,personal,O,72,6,training
8019,mobility,O,72,6,training
8020,vehicle,O,72,6,training
8021,are,O,72,6,training
8022,disclosed,O,72,6,training
8023,.,O,72,6,training
8024,The,O,72,6,training
8025,positioning,O,72,6,training
8026,method,O,72,6,training
8027,is,O,72,6,training
8028,implemented,O,72,6,training
8029,by,O,72,6,training
8030,a,O,72,6,training
8031,computer,B-HARDWARE,72,6,training
8032,and,O,72,6,training
8033,comprises,B-FUNCIONALIDADE,72,6,training
8034,receiving,I-FUNCIONALIDADE,72,6,training
8035,messages,I-FUNCIONALIDADE,72,6,training
8036,from,O,72,6,training
8037,a,O,72,6,training
8038,plurality,O,72,6,training
8039,of,O,72,6,training
8040,auxiliary,O,72,6,training
8041,road,O,72,6,training
8042,side,O,72,6,training
8043,units,O,72,6,training
8044,",",O,72,6,training
8045,obtaining,B-FUNCIONALIDADE,72,6,training
8046,distances,I-FUNCIONALIDADE,72,6,training
8047,between,O,72,6,training
8048,a,O,72,6,training
8049,Personal,O,72,6,training
8050,Mobility,O,72,6,training
8051,(,O,72,6,training
8052,PM,O,72,6,training
8053,),O,72,6,training
8054,vehicle,O,72,6,training
8055,and,O,72,6,training
8056,the,O,72,6,training
8057,plurality,O,72,6,training
8058,of,O,72,6,training
8059,auxiliary,O,72,6,training
8060,road,O,72,6,training
8061,side,O,72,6,training
8062,units,O,72,6,training
8063,based,O,72,6,training
8064,on,O,72,6,training
8065,the,O,72,6,training
8066,messages,O,72,6,training
8067,",",O,72,6,training
8068,estimating,B-FUNCIONALIDADE,72,6,training
8069,a,I-FUNCIONALIDADE,72,7,training
8070,candidate,I-FUNCIONALIDADE,72,7,training
8071,position,I-FUNCIONALIDADE,72,7,training
8072,of,O,72,7,training
8073,the,O,72,7,training
8074,PM,O,72,7,training
8075,vehicle,O,72,7,training
8076,based,O,72,7,training
8077,on,O,72,7,training
8078,the,O,72,7,training
8079,distances,O,72,7,training
8080,between,O,72,7,training
8081,the,O,72,7,training
8082,PM,O,72,7,training
8083,vehicle,O,72,7,training
8084,and,O,72,7,training
8085,the,O,72,7,training
8086,plurality,O,72,7,training
8087,of,O,72,7,training
8088,auxiliary,O,72,7,training
8089,road,O,72,7,training
8090,side,O,72,7,training
8091,units,O,72,7,training
8092,",",O,72,7,training
8093,receiving,B-FUNCIONALIDADE,72,7,training
8094,correction,I-FUNCIONALIDADE,72,7,training
8095,data,I-FUNCIONALIDADE,72,7,training
8096,from,O,72,7,training
8097,a,O,72,7,training
8098,reference,O,72,7,training
8099,road,O,72,7,training
8100,side,O,72,7,training
8101,unit,O,72,7,training
8102,",",O,72,7,training
8103,correcting,B-FUNCIONALIDADE,72,7,training
8104,the,I-FUNCIONALIDADE,72,7,training
8105,candidate,I-FUNCIONALIDADE,72,7,training
8106,position,I-FUNCIONALIDADE,72,7,training
8107,based,O,72,7,training
8108,on,O,72,7,training
8109,the,O,72,7,training
8110,correction,O,72,7,training
8111,data,O,72,7,training
8112,",",O,72,7,training
8113,and,O,72,7,training
8114,determining,B-FUNCIONALIDADE,72,7,training
8115,the,I-FUNCIONALIDADE,72,7,training
8116,corrected,I-FUNCIONALIDADE,72,7,training
8117,candidate,I-FUNCIONALIDADE,72,7,training
8118,position,I-FUNCIONALIDADE,72,7,training
8119,as,O,72,7,training
8120,a,O,72,7,training
8121,final,O,72,7,training
8122,position,O,72,7,training
8123,of,O,72,7,training
8124,the,O,72,7,training
8125,PM,O,72,7,training
8126,vehicle,O,72,7,training
8127,.,O,72,7,training
8128,A,O,73,7,training
8129,millimeter,B-COMUNICAÇÃO,73,7,training
8130,wave,I-COMUNICAÇÃO,73,7,training
8131,communication,I-COMUNICAÇÃO,73,7,training
8132,system,I-COMUNICAÇÃO,73,7,training
8133,for,O,73,7,training
8134,enhanced,O,73,7,training
8135,downlink,O,73,7,training
8136,beamforming,O,73,7,training
8137,and,O,73,7,training
8138,pairing,O,73,7,training
8139,is,O,73,7,training
8140,described,O,73,7,training
8141,.,O,73,7,training
8142,This,O,73,7,training
8143,includes,O,73,7,training
8144,a,O,73,7,training
8145,beamforming,O,73,7,training
8146,system,O,73,7,training
8147,for,O,73,7,training
8148,pairing,O,73,7,training
8149,with,O,73,7,training
8150,a,O,73,7,training
8151,mobile,O,73,7,training
8152,UE,O,73,7,training
8153,",",O,73,7,training
8154,using,O,73,7,training
8155,a,O,73,7,training
8156,base,O,73,7,training
8157,station,O,73,7,training
8158,with,O,73,7,training
8159,a,O,73,7,training
8160,MIMO,B-HARDWARE,73,7,training
8161,antenna,I-HARDWARE,73,7,training
8162,and,O,73,7,training
8163,a,O,73,7,training
8164,controller,B-HARDWARE,73,7,training
8165,.,O,73,7,training
8166,The,O,73,7,training
8167,controller,B-HARDWARE,73,7,training
8168,transmits,B-FUNCIONALIDADE,73,7,training
8169,first,I-FUNCIONALIDADE,73,7,training
8170,downlink,I-FUNCIONALIDADE,73,7,training
8171,beams,I-FUNCIONALIDADE,73,7,training
8172,from,O,73,7,training
8173,the,O,73,7,training
8174,MIMO,B-HARDWARE,73,7,training
8175,antenna,I-HARDWARE,73,7,training
8176,",",O,73,7,training
8177,including,O,73,7,training
8178,channel,O,73,7,training
8179,state,O,73,7,training
8180,information,O,73,7,training
8181,(,O,73,7,training
8182,CSI,O,73,7,training
8183,),O,73,7,training
8184,reference,O,73,7,training
8185,signals,O,73,7,training
8186,.,O,73,7,training
8187,The,O,73,7,training
8188,mobile,O,73,7,training
8189,UE,O,73,7,training
8190,identifies,B-FUNCIONALIDADE,73,7,training
8191,a,I-FUNCIONALIDADE,73,7,training
8192,provisional,I-FUNCIONALIDADE,73,7,training
8193,downlink,I-FUNCIONALIDADE,73,7,training
8194,beam,I-FUNCIONALIDADE,73,7,training
8195,having,O,73,7,training
8196,a,O,73,7,training
8197,highest,O,73,7,training
8198,intensity,O,73,7,training
8199,CSI,O,73,7,training
8200,reference,O,73,7,training
8201,signal,O,73,7,training
8202,at,O,73,7,training
8203,the,O,73,7,training
8204,mobile,O,73,7,training
8205,UE,O,73,7,training
8206,.,O,73,7,training
8207,The,O,73,7,training
8208,controller,B-HARDWARE,73,7,training
8209,receives,B-FUNCIONALIDADE,73,7,training
8210,a,I-FUNCIONALIDADE,73,7,training
8211,CSI,I-FUNCIONALIDADE,73,7,training
8212,reference,I-FUNCIONALIDADE,73,7,training
8213,signal,I-FUNCIONALIDADE,73,7,training
8214,resource,I-FUNCIONALIDADE,73,7,training
8215,indicator,I-FUNCIONALIDADE,73,7,training
8216,(,I-FUNCIONALIDADE,73,7,training
8217,CRI,I-FUNCIONALIDADE,73,7,training
8218,),I-FUNCIONALIDADE,73,7,training
8219,feedback,I-FUNCIONALIDADE,73,7,training
8220,from,O,73,7,training
8221,the,O,73,7,training
8222,mobile,O,73,7,training
8223,UE,O,73,7,training
8224,that,O,73,7,training
8225,is,O,73,7,training
8226,responsive,O,73,7,training
8227,to,O,73,7,training
8228,the,O,73,7,training
8229,downlink,O,73,7,training
8230,beams,O,73,7,training
8231,and,O,73,7,training
8232,includes,O,73,7,training
8233,the,O,73,7,training
8234,provisional,O,73,7,training
8235,downlink,O,73,7,training
8236,beam,O,73,7,training
8237,",",O,73,7,training
8238,a,O,73,7,training
8239,present,O,73,7,training
8240,geographic,O,73,7,training
8241,position,O,73,7,training
8242,and,O,73,7,training
8243,trajectory,O,73,7,training
8244,of,O,73,7,training
8245,the,O,73,7,training
8246,mobile,O,73,7,training
8247,UE,O,73,7,training
8248,.,O,73,7,training
8249,A,O,73,7,training
8250,refined,O,73,7,training
8251,downlink,O,73,7,training
8252,beam,O,73,7,training
8253,is,O,73,7,training
8254,determined,O,73,7,training
8255,based,O,73,7,training
8256,upon,O,73,7,training
8257,the,O,73,7,training
8258,provisional,O,73,7,training
8259,downlink,O,73,7,training
8260,beam,O,73,7,training
8261,",",O,73,7,training
8262,the,O,73,7,training
8263,present,O,73,7,training
8264,geographic,O,73,7,training
8265,position,O,73,7,training
8266,",",O,73,7,training
8267,and,O,73,7,training
8268,trajectory,O,73,7,training
8269,of,O,73,7,training
8270,the,O,73,7,training
8271,mobile,O,73,7,training
8272,UE,O,73,7,training
8273,.,O,73,7,training
8274,The,O,73,7,training
8275,MIMO,B-HARDWARE,73,7,training
8276,antenna,I-HARDWARE,73,7,training
8277,transmits,B-FUNCIONALIDADE,73,7,training
8278,the,I-FUNCIONALIDADE,73,7,training
8279,refined,I-FUNCIONALIDADE,73,7,training
8280,downlink,I-FUNCIONALIDADE,73,7,training
8281,beam,I-FUNCIONALIDADE,73,7,training
8282,to,O,73,7,training
8283,execute,B-FUNCIONALIDADE,73,7,training
8284,a,I-FUNCIONALIDADE,73,7,training
8285,pairing,I-FUNCIONALIDADE,73,7,training
8286,with,O,73,7,training
8287,the,O,73,7,training
8288,mobile,O,73,7,training
8289,UE,O,73,7,training
8290,.,O,73,7,training
8291,There,O,74,7,training
8292,is,O,74,7,training
8293,provided,O,74,7,training
8294,an,O,74,7,training
8295,optical,B-HARDWARE,74,7,training
8296,remote,I-HARDWARE,74,7,training
8297,sensing,I-HARDWARE,74,7,training
8298,system,I-HARDWARE,74,7,training
8299,including,O,74,7,training
8300,:,O,74,7,training
8301,an,O,74,7,training
8302,emission,O,74,7,training
8303,channel,O,74,7,training
8304,mount,O,74,7,training
8305,having,O,74,7,training
8306,mounted,O,74,7,training
8307,thereto,O,74,7,training
8308,input,O,74,7,training
8309,ends,O,74,7,training
8310,of,O,74,7,training
8311,an,O,74,7,training
8312,array,O,74,7,training
8313,of,O,74,7,training
8314,emission,O,74,7,training
8315,fiber,O,74,7,training
8316,channels,O,74,7,training
8317,",",O,74,7,training
8318,a,O,74,7,training
8319,beam,B-HARDWARE,74,7,training
8320,steering,I-HARDWARE,74,7,training
8321,device,I-HARDWARE,74,7,training
8322,configured,O,74,7,training
8323,to,O,74,7,training
8324,scan,B-FUNCIONALIDADE,74,7,training
8325,a,I-FUNCIONALIDADE,74,7,training
8326,light,I-FUNCIONALIDADE,74,7,training
8327,beam,I-FUNCIONALIDADE,74,7,training
8328,from,O,74,7,training
8329,a,O,74,7,training
8330,light,O,74,7,training
8331,source,O,74,7,training
8332,across,O,74,7,training
8333,the,O,74,7,training
8334,input,O,74,7,training
8335,ends,O,74,7,training
8336,of,O,74,7,training
8337,the,O,74,7,training
8338,array,O,74,7,training
8339,of,O,74,7,training
8340,emission,O,74,7,training
8341,fiber,O,74,7,training
8342,channels,O,74,7,training
8343,",",O,74,7,training
8344,a,O,74,7,training
8345,plurality,O,74,7,training
8346,of,O,74,7,training
8347,sensor,B-HARDWARE,74,7,training
8348,portions,I-HARDWARE,74,7,training
8349,",",O,74,7,training
8350,each,O,74,7,training
8351,sensor,B-HARDWARE,74,7,training
8352,portion,I-HARDWARE,74,7,training
8353,configured,O,74,7,training
8354,to,O,74,7,training
8355,be,O,74,7,training
8356,exposed,O,74,7,training
8357,to,O,74,7,training
8358,a,O,74,7,training
8359,corresponding,O,74,7,training
8360,scene,O,74,7,training
8361,and,O,74,7,training
8362,having,O,74,7,training
8363,connected,O,74,7,training
8364,thereto,O,74,7,training
8365,:,O,74,7,training
8366,an,O,74,7,training
8367,output,O,74,7,training
8368,end,O,74,7,training
8369,of,O,74,7,training
8370,a,O,74,7,training
8371,corresponding,O,74,7,training
8372,emission,O,74,7,training
8373,fiber,O,74,7,training
8374,channel,O,74,7,training
8375,of,O,74,7,training
8376,the,O,74,7,training
8377,array,O,74,7,training
8378,of,O,74,7,training
8379,emission,O,74,7,training
8380,fiber,O,74,7,training
8381,channels,O,74,7,training
8382,",",O,74,7,training
8383,and,O,74,7,training
8384,an,O,74,7,training
8385,input,O,74,7,training
8386,end,O,74,7,training
8387,of,O,74,7,training
8388,a,O,74,7,training
8389,corresponding,O,74,7,training
8390,first,O,74,7,training
8391,collection,O,74,7,training
8392,fiber,O,74,7,training
8393,channel,O,74,7,training
8394,of,O,74,7,training
8395,an,O,74,7,training
8396,array,O,74,7,training
8397,of,O,74,7,training
8398,first,O,74,7,training
8399,collection,O,74,7,training
8400,fiber,O,74,7,training
8401,channels,O,74,7,training
8402,",",O,74,7,training
8403,a,O,74,7,training
8404,first,O,74,7,training
8405,photodetector,B-HARDWARE,74,7,training
8406,arranged,O,74,7,training
8407,to,O,74,7,training
8408,detect,B-FUNCIONALIDADE,74,7,training
8409,the,I-FUNCIONALIDADE,74,7,training
8410,backscattered,I-FUNCIONALIDADE,74,7,training
8411,light,I-FUNCIONALIDADE,74,7,training
8412,beams,I-FUNCIONALIDADE,74,7,training
8413,that,O,74,7,training
8414,propagated,O,74,7,training
8415,through,O,74,7,training
8416,the,O,74,7,training
8417,array,O,74,7,training
8418,of,O,74,7,training
8419,first,O,74,7,training
8420,collection,O,74,7,training
8421,fiber,O,74,7,training
8422,channels,O,74,7,training
8423,for,O,74,7,training
8424,sensing,O,74,7,training
8425,a,O,74,7,training
8426,property,O,74,7,training
8427,with,O,74,7,training
8428,respect,O,74,7,training
8429,to,O,74,7,training
8430,the,O,74,7,training
8431,corresponding,O,74,7,training
8432,scenes,O,74,7,training
8433,associated,O,74,7,training
8434,with,O,74,7,training
8435,the,O,74,7,training
8436,plurality,O,74,7,training
8437,of,O,74,7,training
8438,sensor,B-HARDWARE,74,7,training
8439,portions,I-HARDWARE,74,7,training
8440,",",O,74,7,training
8441,and,O,74,7,training
8442,a,O,74,7,training
8443,fiber,O,74,7,training
8444,channel,O,74,7,training
8445,hub,O,74,7,training
8446,configured,O,74,7,training
8447,for,O,74,7,training
8448,the,O,74,7,training
8449,array,O,74,7,training
8450,of,O,74,7,training
8451,emission,O,74,7,training
8452,fiber,O,74,7,training
8453,channels,O,74,7,training
8454,and,O,74,7,training
8455,the,O,74,7,training
8456,array,O,74,7,training
8457,of,O,74,7,training
8458,first,O,74,7,training
8459,collection,O,74,7,training
8460,fiber,O,74,7,training
8461,channels,O,74,7,training
8462,to,O,74,7,training
8463,pass,O,74,7,training
8464,through,O,74,7,training
8465,.,O,74,7,training
8466,There,O,74,7,training
8467,are,O,74,7,training
8468,also,O,74,7,training
8469,provided,O,74,7,training
8470,corresponding,O,74,7,training
8471,methods,O,74,7,training
8472,of,O,74,7,training
8473,optical,O,74,7,training
8474,remote,O,74,7,training
8475,sensing,O,74,7,training
8476,and,O,74,7,training
8477,a,O,74,7,training
8478,corresponding,O,74,7,training
8479,method,O,74,7,training
8480,of,O,74,7,training
8481,forming,O,74,7,training
8482,the,O,74,7,training
8483,optical,O,74,7,training
8484,remote,O,74,7,training
8485,sensing,O,74,7,training
8486,system,O,74,7,training
8487,.,O,74,7,training
8488,A,O,75,7,training
8489,first,O,75,7,training
8490,application,B-PESSOA,75,7,training
8491,client,I-PESSOA,75,7,training
8492,on,O,75,7,training
8493,a,O,75,7,training
8494,first,O,75,7,training
8495,UE,O,75,7,training
8496,served,O,75,7,training
8497,by,O,75,7,training
8498,a,O,75,7,training
8499,first,O,75,7,training
8500,RAN,B-COMUNICAÇÃO,75,7,training
8501,node,I-COMUNICAÇÃO,75,7,training
8502,",",O,75,7,training
8503,and,O,75,7,training
8504,a,O,75,7,training
8505,second,O,75,7,training
8506,application,B-PESSOA,75,7,training
8507,client,I-PESSOA,75,7,training
8508,on,O,75,7,training
8509,a,O,75,7,training
8510,second,O,75,7,training
8511,UE,O,75,7,training
8512,served,O,75,7,training
8513,by,O,75,7,training
8514,a,O,75,7,training
8515,second,O,75,7,training
8516,RAN,B-COMUNICAÇÃO,75,7,training
8517,node,I-COMUNICAÇÃO,75,7,training
8518,connect,O,75,7,training
8519,to,O,75,7,training
8520,a,O,75,7,training
8521,specific,O,75,7,training
8522,application,B-SOFTWARE,75,7,training
8523,server,I-SOFTWARE,75,7,training
8524,.,O,75,7,training
8525,The,O,75,7,training
8526,application,B-SOFTWARE,75,7,training
8527,server,I-SOFTWARE,75,7,training
8528,requests,B-FUNCIONALIDADE,75,7,training
8529,to,I-FUNCIONALIDADE,75,7,training
8530,establish,I-FUNCIONALIDADE,75,7,training
8531,a,I-FUNCIONALIDADE,75,7,training
8532,connection,I-FUNCIONALIDADE,75,7,training
8533,between,O,75,7,training
8534,the,O,75,7,training
8535,two,O,75,7,training
8536,application,B-PESSOA,75,7,training
8537,clients,I-PESSOA,75,7,training
8538,.,O,75,7,training
8539,The,O,75,7,training
8540,first,O,75,7,training
8541,RAN,B-COMUNICAÇÃO,75,7,training
8542,node,I-COMUNICAÇÃO,75,7,training
8543,identifies,B-FUNCIONALIDADE,75,7,training
8544,the,I-FUNCIONALIDADE,75,7,training
8545,second,I-FUNCIONALIDADE,75,7,training
8546,RAN,I-FUNCIONALIDADE,75,7,training
8547,node,I-FUNCIONALIDADE,75,7,training
8548,serving,O,75,7,training
8549,the,O,75,7,training
8550,second,O,75,7,training
8551,UE,O,75,7,training
8552,and,O,75,7,training
8553,a,O,75,7,training
8554,connection,O,75,7,training
8555,",",O,75,7,training
8556,contained,O,75,7,training
8557,to,O,75,7,training
8558,the,O,75,7,training
8559,RAN,B-COMUNICAÇÃO,75,7,training
8560,and,O,75,7,training
8561,passing,O,75,7,training
8562,through,O,75,7,training
8563,the,O,75,7,training
8564,first,O,75,7,training
8565,and,O,75,7,training
8566,the,O,75,7,training
8567,second,O,75,7,training
8568,RAN,B-COMUNICAÇÃO,75,7,training
8569,nodes,I-COMUNICAÇÃO,75,7,training
8570,",",O,75,7,training
8571,is,O,75,7,training
8572,established,O,75,7,training
8573,between,O,75,7,training
8574,the,O,75,7,training
8575,first,O,75,7,training
8576,UE,O,75,7,training
8577,and,O,75,7,training
8578,the,O,75,7,training
8579,second,O,75,7,training
8580,UE,O,75,7,training
8581,.,O,75,7,training
8582,Application,O,75,7,training
8583,user,O,75,7,training
8584,data,O,75,7,training
8585,is,O,75,7,training
8586,conveyed,O,75,7,training
8587,between,O,75,7,training
8588,the,O,75,7,training
8589,first,O,75,7,training
8590,application,O,75,7,training
8591,client,O,75,7,training
8592,on,O,75,7,training
8593,the,O,75,7,training
8594,first,O,75,7,training
8595,UE,O,75,7,training
8596,and,O,75,7,training
8597,the,O,75,7,training
8598,second,O,75,7,training
8599,application,B-PESSOA,75,7,training
8600,client,I-PESSOA,75,7,training
8601,on,O,75,7,training
8602,the,O,75,7,training
8603,second,O,75,7,training
8604,UE,O,75,7,training
8605,through,O,75,7,training
8606,the,O,75,7,training
8607,serving,O,75,7,training
8608,RAN,B-COMUNICAÇÃO,75,7,training
8609,nodes,I-COMUNICAÇÃO,75,7,training
8610,.,O,75,7,training
8611,At,O,75,7,training
8612,least,O,75,7,training
8613,one,O,75,7,training
8614,of,O,75,7,training
8615,the,O,75,7,training
8616,two,O,75,7,training
8617,UEs,O,75,7,training
8618,may,O,75,7,training
8619,use,O,75,7,training
8620,a,O,75,7,training
8621,radio,B-HARDWARE,75,7,training
8622,interface,I-HARDWARE,75,7,training
8623,not,O,75,7,training
8624,allowing,O,75,7,training
8625,wireless,B-COMUNICAÇÃO,75,7,training
8626,communication,I-COMUNICAÇÃO,75,7,training
8627,with,O,75,7,training
8628,another,O,75,7,training
8629,UE,O,75,7,training
8630,.,O,75,7,training
8631,The,O,75,7,training
8632,first,O,75,7,training
8633,and,O,75,7,training
8634,the,O,75,7,training
8635,second,O,75,7,training
8636,RAN,B-COMUNICAÇÃO,75,7,training
8637,nodes,I-COMUNICAÇÃO,75,7,training
8638,may,O,75,7,training
8639,be,O,75,7,training
8640,the,O,75,7,training
8641,same,O,75,7,training
8642,node,O,75,7,training
8643,.,O,75,7,training
8644,A,O,76,7,training
8645,method,O,76,7,training
8646,for,O,76,7,training
8647,supporting,B-FUNCIONALIDADE,76,7,training
8648,autonomous,I-FUNCIONALIDADE,76,7,training
8649,driving,I-FUNCIONALIDADE,76,7,training
8650,of,O,76,7,training
8651,an,O,76,7,training
8652,autonomous,B-HARDWARE,76,7,training
8653,vehicle,I-HARDWARE,76,7,training
8654,includes,O,76,7,training
8655,detecting,O,76,7,training
8656,",",O,76,7,training
8657,by,O,76,7,training
8658,an,O,76,7,training
8659,in,B-COMUNICAÇÃO,76,7,training
8660,-,I-COMUNICAÇÃO,76,7,training
8661,vehicle,I-COMUNICAÇÃO,76,7,training
8662,internet,I-COMUNICAÇÃO,76,7,training
8663,-,I-COMUNICAÇÃO,76,7,training
8664,of,I-COMUNICAÇÃO,76,7,training
8665,-,I-COMUNICAÇÃO,76,7,training
8666,things,I-COMUNICAÇÃO,76,7,training
8667,(,I-COMUNICAÇÃO,76,7,training
8668,IoT,I-COMUNICAÇÃO,76,7,training
8669,),I-COMUNICAÇÃO,76,7,training
8670,platform,I-COMUNICAÇÃO,76,7,training
8671,of,O,76,7,training
8672,the,O,76,7,training
8673,autonomous,B-HARDWARE,76,7,training
8674,vehicle,I-HARDWARE,76,7,training
8675,",",O,76,7,training
8676,a,O,76,7,training
8677,vulnerable,B-PESSOA,76,7,training
8678,road,I-PESSOA,76,7,training
8679,user,I-PESSOA,76,7,training
8680,(,O,76,7,training
8681,VRU,O,76,7,training
8682,),O,76,7,training
8683,having,O,76,7,training
8684,a,O,76,7,training
8685,mobile,B-HARDWARE,76,7,training
8686,device,I-HARDWARE,76,7,training
8687,in,O,76,7,training
8688,a,O,76,7,training
8689,vicinity,O,76,7,training
8690,of,O,76,7,training
8691,the,O,76,7,training
8692,autonomous,B-HARDWARE,76,7,training
8693,vehicle,I-HARDWARE,76,7,training
8694,.,O,76,7,training
8695,A,O,76,7,training
8696,mobility,B-SOFTWARE,76,7,training
8697,application,I-SOFTWARE,76,7,training
8698,runs,O,76,7,training
8699,on,O,76,7,training
8700,the,O,76,7,training
8701,mobile,B-HARDWARE,76,7,training
8702,device,I-HARDWARE,76,7,training
8703,of,O,76,7,training
8704,the,O,76,7,training
8705,VRU,O,76,7,training
8706,and,O,76,7,training
8707,sends,B-FUNCIONALIDADE,76,7,training
8708,VRU,I-FUNCIONALIDADE,76,7,training
8709,-,I-FUNCIONALIDADE,76,7,training
8710,specific,I-FUNCIONALIDADE,76,7,training
8711,data,I-FUNCIONALIDADE,76,7,training
8712,to,O,76,7,training
8713,the,O,76,7,training
8714,in,B-COMUNICAÇÃO,76,7,training
8715,-,I-COMUNICAÇÃO,76,7,training
8716,vehicle,I-COMUNICAÇÃO,76,7,training
8717,IoT,I-COMUNICAÇÃO,76,7,training
8718,platform,I-COMUNICAÇÃO,76,7,training
8719,of,O,76,7,training
8720,the,O,76,7,training
8721,autonomous,B-HARDWARE,76,7,training
8722,vehicle,I-HARDWARE,76,7,training
8723,.,O,76,7,training
8724,The,O,76,7,training
8725,VRU,O,76,7,training
8726,is,O,76,7,training
8727,detected,O,76,7,training
8728,based,O,76,7,training
8729,on,O,76,7,training
8730,the,O,76,7,training
8731,VRU,O,76,7,training
8732,-,O,76,7,training
8733,specific,O,76,7,training
8734,data,O,76,7,training
8735,and,O,76,7,training
8736,/,O,76,7,training
