item	token	tag	start	end	document	partition	sentence	trainingTest
13197	receiving	O	269	278	117	6	317	training
13198	,	O	278	279	117	6	317	training
13199	by	O	280	282	117	6	317	training
13200	the	O	283	286	117	6	317	training
13201	intelligent	B-HARDWARE	287	298	117	6	317	training
13202	sensor	I-HARDWARE	299	305	117	6	317	training
13203	device	I-HARDWARE	306	312	117	6	317	training
13204	,	O	312	313	117	6	317	training
13205	a	O	314	315	117	6	317	training
13206	radio	O	316	321	117	6	317	training
13207	frequency	O	322	331	117	6	317	training
13208	signal	O	332	338	117	6	317	training
13209	at	O	339	341	117	6	317	training
13210	each	O	342	346	117	6	317	training
13211	of	O	347	349	117	6	317	training
13212	the	O	350	353	117	6	317	training
13213	carrier	O	354	361	117	6	317	training
13214	frequencies	O	362	373	117	6	317	training
13215	identified	O	374	384	117	6	317	training
13216	by	O	385	387	117	6	317	training
13217	the	O	388	391	117	6	317	training
13218	configuration	O	392	405	117	6	317	training
13219	information	O	406	417	117	6	317	training
13220	"	O	417	418	117	6	317	training
13221	generating	O	419	429	117	6	317	training
13222	,	O	429	430	117	6	317	training
13223	by	O	431	433	117	6	317	training
13224	the	O	434	437	117	6	317	training
13225	intelligent	B-HARDWARE	438	449	117	6	317	training
13226	sensor	I-HARDWARE	450	456	117	6	317	training
13227	device	I-HARDWARE	457	463	117	6	317	training
13228	,	O	463	464	117	6	317	training
13229	digital	O	465	472	117	6	317	training
13230	signal	O	473	479	117	6	317	training
13231	information	O	480	491	117	6	317	training
13232	corresponding	O	492	505	117	6	317	training
13233	to	O	506	508	117	6	317	training
13234	the	O	509	512	117	6	317	training
13235	radio	O	513	518	117	6	317	training
13236	frequency	O	519	528	117	6	317	training
13237	signal	O	529	535	117	6	317	training
13238	received	O	536	544	117	6	317	training
13239	at	O	545	547	117	6	317	training
13240	each	O	548	552	117	6	317	training
13241	of	O	553	555	117	6	317	training
13242	the	O	556	559	117	6	317	training
13243	carrier	O	560	567	117	6	317	training
13244	frequencies	O	568	579	117	6	317	training
13245	identified	O	580	590	117	6	317	training
13246	by	O	591	593	117	6	317	training
13247	the	O	594	597	117	6	317	training
13248	configuration	O	598	611	117	6	317	training
13249	information	O	612	623	117	6	317	training
13250	"	O	623	624	117	6	317	training
13251	and	O	625	628	117	6	317	training
13252	transmitting	O	629	641	117	6	317	training
13253	,	O	641	642	117	6	317	training
13254	by	O	643	645	117	6	317	training
13255	the	O	646	649	117	6	317	training
13256	intelligent	B-HARDWARE	650	661	117	6	317	training
13257	sensor	I-HARDWARE	662	668	117	6	317	training
13258	device	I-HARDWARE	669	675	117	6	317	training
13259	,	O	675	676	117	6	317	training
13260	the	O	677	680	117	6	317	training
13261	digital	O	681	688	117	6	317	training
13262	signal	O	689	695	117	6	317	training
13263	information	O	696	707	117	6	317	training
13264	to	O	708	710	117	6	317	training
13265	a	O	711	712	117	6	317	training
13266	sensor	B-HARDWARE	713	719	117	6	317	training
13267	processing	I-HARDWARE	720	730	117	6	317	training
13268	unit	I-HARDWARE	731	735	117	6	317	training
13269	device	I-HARDWARE	736	742	117	6	317	training
13270	. 	O	742	743	117	6	317	training
13271	The	O	744	747	117	6	318	training
13272	sensor	B-HARDWARE	748	754	117	6	318	training
13273	processing	I-HARDWARE	755	765	117	6	318	training
13274	unit	I-HARDWARE	766	770	117	6	318	training
13275	device	I-HARDWARE	771	777	117	6	318	training
13276	determines	B-FUNCIONALIDADE	778	788	117	6	318	training
13277	a	I-FUNCIONALIDADE	789	790	117	6	318	training
13278	network	I-FUNCIONALIDADE	791	798	117	6	318	training
13279	load	I-FUNCIONALIDADE	799	803	117	6	318	training
13280	on	O	804	806	117	6	318	training
13281	each	O	807	811	117	6	318	training
13282	of	O	812	814	117	6	318	training
13283	the	O	815	818	117	6	318	training
13284	carrier	O	819	826	117	6	318	training
13285	frequencies	O	827	838	117	6	318	training
13286	identified	O	839	849	117	6	318	training
13287	by	O	850	852	117	6	318	training
13288	the	O	853	856	117	6	318	training
13289	configuration	O	857	870	117	6	318	training
13290	information	O	871	882	117	6	318	training
13291	based	O	883	888	117	6	318	training
13292	on	O	889	891	117	6	318	training
13293	the	O	892	895	117	6	318	training
13294	digital	O	896	903	117	6	318	training
13295	signal	O	904	910	117	6	318	training
13296	information	O	911	922	117	6	318	training
13297	. 	O	922	923	117	6	318	training
13298	The	O	924	927	117	6	319	training
13299	sensor	B-HARDWARE	928	934	117	6	319	training
13300	processing	I-HARDWARE	935	945	117	6	319	training
13301	unit	I-HARDWARE	946	950	117	6	319	training
13302	device	I-HARDWARE	951	957	117	6	319	training
13303	transmits	B-FUNCIONALIDADE	958	967	117	6	319	training
13304	corresponding	I-FUNCIONALIDADE	968	981	117	6	319	training
13305	network	I-FUNCIONALIDADE	982	989	117	6	319	training
13306	load	I-FUNCIONALIDADE	990	994	117	6	319	training
13307	information	I-FUNCIONALIDADE	995	1006	117	6	319	training
13308	to	O	1007	1009	117	6	319	training
13309	a	O	1010	1011	117	6	319	training
13310	processing	B-HARDWARE	1012	1022	117	6	319	training
13311	device	I-HARDWARE	1023	1029	117	6	319	training
13312	that	O	1030	1034	117	6	319	training
13313	makes	B-FUNCIONALIDADE	1035	1040	117	6	319	training
13314	user	I-FUNCIONALIDADE	1041	1045	117	6	319	training
13315	mobility	I-FUNCIONALIDADE	1046	1054	117	6	319	training
13316	determinations	I-FUNCIONALIDADE	1055	1069	117	6	319	training
13317	based	O	1070	1075	117	6	319	training
13318	on	O	1076	1078	117	6	319	training
13319	the	O	1079	1082	117	6	319	training
13320	network	O	1083	1090	117	6	319	training
13321	load	O	1091	1095	117	6	319	training
13322	information	O	1096	1107	117	6	319	training
13323	. 	O	1107	1108	117	6	319	training
1179	A	O	0	6	11	7	34	training
1180	battery	B-HARDWARE	7	14	11	7	34	training
1181	management	I-HARDWARE	15	25	11	7	34	training
1182	system	I-HARDWARE	26	32	11	7	34	training
1183	(	O	33	34	11	7	34	training
1184	BMS	B-HARDWARE	34	37	11	7	34	training
1185	)	O	37	38	11	7	34	training
1186	manages	B-FUNCIONALIDADE	39	46	11	7	34	training
1187	a	I-FUNCIONALIDADE	47	48	11	7	34	training
1188	battery	I-FUNCIONALIDADE	49	56	11	7	34	training
1189	using	O	57	62	11	7	34	training
1190	a	O	63	64	11	7	34	training
1191	master	B-HARDWARE	65	71	11	7	34	training
1192	device	I-HARDWARE	72	78	11	7	34	training
1193	,	O	78	79	11	7	34	training
1194	a	O	80	81	11	7	34	training
1195	sub	B-HARDWARE	82	85	11	7	34	training
1196	-	I-HARDWARE	85	86	11	7	34	training
1197	master	I-HARDWARE	86	92	11	7	34	training
1198	device	I-HARDWARE	93	99	11	7	34	training
1199	corresponding	O	100	113	11	7	34	training
1200	to	O	114	116	11	7	34	training
1201	each	O	117	121	11	7	34	training
1202	of	O	122	124	11	7	34	training
1203	battery	B-HARDWARE	125	132	11	7	34	training
1204	packs	I-HARDWARE	133	138	11	7	34	training
1205	,	O	138	139	11	7	34	training
1206	and	O	140	143	11	7	34	training
1207	a	O	144	145	11	7	34	training
1208	slave	B-HARDWARE	146	151	11	7	34	training
1209	device	I-HARDWARE	152	158	11	7	34	training
1210	corresponding	O	159	172	11	7	34	training
1211	to	O	173	175	11	7	34	training
1212	each	O	176	180	11	7	34	training
1213	of	O	181	183	11	7	34	training
1214	battery	B-HARDWARE	184	191	11	7	34	training
1215	cells	I-HARDWARE	192	197	11	7	34	training
1216	. 	O	197	198	11	7	34	training
1217	Data	O	199	203	11	7	35	training
1218	is	O	204	206	11	7	35	training
1219	transmitted	O	207	218	11	7	35	training
1220	from	O	219	223	11	7	35	training
1221	the	O	224	227	11	7	35	training
1222	master	B-HARDWARE	228	234	11	7	35	training
1223	device	I-HARDWARE	235	241	11	7	35	training
1224	through	O	242	249	11	7	35	training
1225	the	O	250	253	11	7	35	training
1226	sub	B-HARDWARE	254	257	11	7	35	training
1227	-	I-HARDWARE	257	258	11	7	35	training
1228	master	I-HARDWARE	258	264	11	7	35	training
1229	device	I-HARDWARE	265	271	11	7	35	training
1230	to	O	272	274	11	7	35	training
1231	the	O	275	278	11	7	35	training
1232	slave	B-HARDWARE	279	284	11	7	35	training
1233	device	I-HARDWARE	285	291	11	7	35	training
1234	using	O	292	297	11	7	35	training
1235	an	O	298	300	11	7	35	training
1236	electrical	O	301	311	11	7	35	training
1237	signal	O	312	318	11	7	35	training
1238	,	O	318	319	11	7	35	training
1239	and	O	320	323	11	7	35	training
1240	the	O	324	327	11	7	35	training
1241	data	O	328	332	11	7	35	training
1242	includes	O	333	341	11	7	35	training
1243	a	O	342	343	11	7	35	training
1244	control	O	344	351	11	7	35	training
1245	message	O	352	359	11	7	35	training
1246	for	O	360	363	11	7	35	training
1247	controlling	B-FUNCIONALIDADE	364	375	11	7	35	training
1248	a	I-FUNCIONALIDADE	376	377	11	7	35	training
1249	battery	I-FUNCIONALIDADE	378	385	11	7	35	training
1250	cell	I-FUNCIONALIDADE	386	390	11	7	35	training
1251	. 	I-FUNCIONALIDADE	390	391	11	7	35	training
1252	Data	O	392	396	11	7	36	training
1253	transmitted	O	397	408	11	7	36	training
1254	from	O	409	413	11	7	36	training
1255	the	O	414	417	11	7	36	training
1256	slave	B-HARDWARE	418	423	11	7	36	training
1257	device	I-HARDWARE	424	430	11	7	36	training
1258	through	O	431	438	11	7	36	training
1259	the	O	439	442	11	7	36	training
1260	sub	B-HARDWARE	443	446	11	7	36	training
1261	-	I-HARDWARE	446	447	11	7	36	training
1262	master	I-HARDWARE	447	453	11	7	36	training
1263	device	I-HARDWARE	454	460	11	7	36	training
1264	to	O	461	463	11	7	36	training
1265	the	O	464	467	11	7	36	training
1266	master	B-HARDWARE	468	474	11	7	36	training
1267	device	I-HARDWARE	475	481	11	7	36	training
1268	using	O	482	487	11	7	36	training
1269	an	O	488	490	11	7	36	training
1270	optical	O	491	498	11	7	36	training
1271	signal	O	499	505	11	7	36	training
1272	,	O	505	506	11	7	36	training
1273	and	O	507	510	11	7	36	training
1274	the	O	511	514	11	7	36	training
1275	data	O	515	519	11	7	36	training
1276	includes	O	520	528	11	7	36	training
1277	information	O	529	540	11	7	36	training
1278	associated	O	541	551	11	7	36	training
1279	with	O	552	556	11	7	36	training
1280	a	O	557	558	11	7	36	training
1281	battery	B-HARDWARE	559	566	11	7	36	training
1282	cell	I-HARDWARE	567	571	11	7	36	training
1283	acquired	O	572	580	11	7	36	training
1284	in	O	581	583	11	7	36	training
1285	the	O	584	587	11	7	36	training
1286	slave	B-HARDWARE	588	593	11	7	36	training
1287	device	I-HARDWARE	594	600	11	7	36	training
1288	. 	O	600	601	11	7	36	training
1639	An	O	0	7	16	7	48	training
1640	image	B-SOFTWARE	8	13	16	7	48	training
1641	processing	I-SOFTWARE	14	24	16	7	48	training
1642	method	I-SOFTWARE	25	31	16	7	48	training
1643	acquires	B-FUNCIONALIDADE	32	40	16	7	48	training
1644	an	I-FUNCIONALIDADE	41	43	16	7	48	training
1645	image	I-FUNCIONALIDADE	44	49	16	7	48	training
1646	,	O	49	50	16	7	48	training
1647	restores	B-FUNCIONALIDADE	51	59	16	7	48	training
1648	a	I-FUNCIONALIDADE	60	61	16	7	48	training
1649	saturated	I-FUNCIONALIDADE	62	71	16	7	48	training
1650	region	I-FUNCIONALIDADE	72	78	16	7	48	training
1651	in	O	79	81	16	7	48	training
1652	which	O	82	87	16	7	48	training
1653	a	O	88	89	16	7	48	training
1654	pixel	O	90	95	16	7	48	training
1655	in	O	96	98	16	7	48	training
1656	the	O	99	102	16	7	48	training
1657	image	O	103	108	16	7	48	training
1658	has	O	109	112	16	7	48	training
1659	a	O	113	114	16	7	48	training
1660	first	O	115	120	16	7	48	training
1661	reference	O	121	130	16	7	48	training
1662	value	O	131	136	16	7	48	training
1663	based	O	137	142	16	7	48	training
1664	on	O	143	145	16	7	48	training
1665	a	O	146	147	16	7	48	training
1666	first	O	148	153	16	7	48	training
1667	illuminance	O	154	165	16	7	48	training
1668	component	O	166	175	16	7	48	training
1669	of	O	176	178	16	7	48	training
1670	the	O	179	182	16	7	48	training
1671	image	O	183	188	16	7	48	training
1672	,	O	188	189	16	7	48	training
1673	enhances	B-FUNCIONALIDADE	190	198	16	7	48	training
1674	a	I-FUNCIONALIDADE	199	200	16	7	48	training
1675	dark	I-FUNCIONALIDADE	201	205	16	7	48	training
1676	region	I-FUNCIONALIDADE	206	212	16	7	48	training
1677	in	O	213	215	16	7	48	training
1678	which	O	216	221	16	7	48	training
1679	a	O	222	223	16	7	48	training
1680	value	O	224	229	16	7	48	training
1681	of	O	230	232	16	7	48	training
1682	a	O	233	234	16	7	48	training
1683	pixel	O	235	240	16	7	48	training
1684	in	O	241	243	16	7	48	training
1685	the	O	244	247	16	7	48	training
1686	image	O	248	253	16	7	48	training
1687	is	O	254	256	16	7	48	training
1688	less	O	257	261	16	7	48	training
1689	than	O	262	266	16	7	48	training
1690	a	O	267	268	16	7	48	training
1691	second	O	269	275	16	7	48	training
1692	reference	O	276	285	16	7	48	training
1693	value	O	286	291	16	7	48	training
1694	based	O	292	297	16	7	48	training
1695	on	O	298	300	16	7	48	training
1696	the	O	301	304	16	7	48	training
1697	restored	O	305	313	16	7	48	training
1698	saturated	O	314	323	16	7	48	training
1699	region	O	324	330	16	7	48	training
1700	and	O	331	334	16	7	48	training
1701	the	O	335	338	16	7	48	training
1702	first	O	339	344	16	7	48	training
1703	illuminance	O	345	356	16	7	48	training
1704	component	O	357	366	16	7	48	training
1705	,	O	366	367	16	7	48	training
1706	and	O	368	371	16	7	48	training
1707	outputs	B-FUNCIONALIDADE	372	379	16	7	48	training
1708	a	I-FUNCIONALIDADE	380	381	16	7	48	training
1709	dark	I-FUNCIONALIDADE	382	386	16	7	48	training
1710	region	I-FUNCIONALIDADE	387	393	16	7	48	training
1711	-	I-FUNCIONALIDADE	393	394	16	7	48	training
1712	enhanced	I-FUNCIONALIDADE	394	402	16	7	48	training
1713	image	I-FUNCIONALIDADE	403	408	16	7	48	training
1714	. 	O	408	409	16	7	48	training
2027	A	O	0	6	19	7	54	training
2028	battery	B-HARDWARE	7	14	19	7	54	training
2029	system	I-HARDWARE	15	21	19	7	54	training
2030	includes	O	22	30	19	7	54	training
2031	a	O	31	32	19	7	54	training
2032	first	O	33	38	19	7	54	training
2033	battery	B-HARDWARE	39	46	19	7	54	training
2034	cell	I-HARDWARE	47	51	19	7	54	training
2035	including	O	52	61	19	7	54	training
2036	a	O	62	63	19	7	54	training
2037	first	O	64	69	19	7	54	training
2038	electrode	O	70	79	19	7	54	training
2039	terminal	O	80	88	19	7	54	training
2040	and	O	89	92	19	7	54	training
2041	a	O	93	94	19	7	54	training
2042	second	O	95	101	19	7	54	training
2043	electrode	O	102	111	19	7	54	training
2044	terminal	O	112	120	19	7	54	training
2045	,	O	120	121	19	7	54	training
2046	a	O	122	123	19	7	54	training
2047	connector	B-HARDWARE	124	133	19	7	54	training
2048	configured	O	134	144	19	7	54	training
2049	to	O	145	147	19	7	54	training
2050	be	O	148	150	19	7	54	training
2051	electrically	O	151	163	19	7	54	training
2052	connected	O	164	173	19	7	54	training
2053	to	O	174	176	19	7	54	training
2054	the	O	177	180	19	7	54	training
2055	first	O	181	186	19	7	54	training
2056	electrode	O	187	196	19	7	54	training
2057	terminal	O	197	205	19	7	54	training
2058	,	O	205	206	19	7	54	training
2059	and	O	207	210	19	7	54	training
2060	a	O	211	212	19	7	54	training
2061	first	O	213	218	19	7	54	training
2062	circuit	B-HARDWARE	219	226	19	7	54	training
2063	board	I-HARDWARE	227	232	19	7	54	training
2064	detachably	O	233	243	19	7	54	training
2065	provided	O	244	252	19	7	54	training
2066	above	O	253	258	19	7	54	training
2067	the	O	259	262	19	7	54	training
2068	connector	B-HARDWARE	263	272	19	7	54	training
2069	and	O	273	276	19	7	54	training
2070	configured	O	277	287	19	7	54	training
2071	to	O	288	290	19	7	54	training
2072	monitor	B-FUNCIONALIDADE	291	298	19	7	54	training
2073	a	I-FUNCIONALIDADE	299	300	19	7	54	training
2074	battery	I-FUNCIONALIDADE	301	308	19	7	54	training
2075	characteristic	I-FUNCIONALIDADE	309	323	19	7	54	training
2076	of	O	324	326	19	7	54	training
2077	the	O	327	330	19	7	54	training
2078	first	O	331	336	19	7	54	training
2079	battery	B-HARDWARE	337	344	19	7	54	training
2080	cell	I-HARDWARE	345	349	19	7	54	training
2081	. 	O	349	350	19	7	54	training
2082	The	O	351	354	19	7	55	training
2083	connector	B-HARDWARE	355	364	19	7	55	training
2084	includes	O	365	373	19	7	55	training
2085	a	O	374	375	19	7	55	training
2086	base	O	376	380	19	7	55	training
2087	including	O	381	390	19	7	55	training
2088	a	O	391	392	19	7	55	training
2089	terminal	O	393	401	19	7	55	training
2090	hole	O	402	406	19	7	55	training
2091	configured	O	407	417	19	7	55	training
2092	to	O	418	420	19	7	55	training
2093	be	O	421	423	19	7	55	training
2094	connected	O	424	433	19	7	55	training
2095	to	O	434	436	19	7	55	training
2096	the	O	437	440	19	7	55	training
2097	first	O	441	446	19	7	55	training
2098	electrode	O	447	456	19	7	55	training
2099	terminal	O	457	465	19	7	55	training
2100	and	O	466	469	19	7	55	training
2101	having	O	470	476	19	7	55	training
2102	a	O	477	478	19	7	55	training
2103	first	O	479	484	19	7	55	training
2104	plane	O	485	490	19	7	55	training
2105	,	O	490	491	19	7	55	training
2106	a	O	492	493	19	7	55	training
2107	connecting	O	494	504	19	7	55	training
2108	portion	O	505	512	19	7	55	training
2109	configured	O	513	523	19	7	55	training
2110	to	O	524	526	19	7	55	training
2111	be	O	527	529	19	7	55	training
2112	connected	O	530	539	19	7	55	training
2113	to	O	540	542	19	7	55	training
2114	the	O	543	546	19	7	55	training
2115	first	O	547	552	19	7	55	training
2116	circuit	B-HARDWARE	553	560	19	7	55	training
2117	board	I-HARDWARE	561	566	19	7	55	training
2118	and	O	567	570	19	7	55	training
2119	having	O	571	577	19	7	55	training
2120	a	O	578	579	19	7	55	training
2121	second	O	580	586	19	7	55	training
2122	plane	O	587	592	19	7	55	training
2123	non	O	593	596	19	7	55	training
2124	-	O	596	597	19	7	55	training
2125	planar	O	597	603	19	7	55	training
2126	with	O	604	608	19	7	55	training
2127	the	O	609	612	19	7	55	training
2128	first	O	613	618	19	7	55	training
2129	plane	O	619	624	19	7	55	training
2130	,	O	624	625	19	7	55	training
2131	and	O	626	629	19	7	55	training
2132	a	O	630	631	19	7	55	training
2133	stepped	O	632	639	19	7	55	training
2134	portion	O	640	647	19	7	55	training
2135	between	O	648	655	19	7	55	training
2136	the	O	656	659	19	7	55	training
2137	base	O	660	664	19	7	55	training
2138	and	O	665	668	19	7	55	training
2139	the	O	669	672	19	7	55	training
2140	connecting	O	673	683	19	7	55	training
2141	portion	O	684	691	19	7	55	training
2142	. 	O	691	692	19	7	55	training
3802	An	O	0	7	33	7	101	training
3803	apparatus	B-HARDWARE	8	17	33	7	101	training
3804	for	I-HARDWARE	18	21	33	7	101	training
3805	a	I-HARDWARE	22	23	33	7	101	training
3806	Non	I-HARDWARE	24	27	33	7	101	training
3807	-	I-HARDWARE	27	28	33	7	101	training
3808	Real	I-HARDWARE	28	32	33	7	101	training
3809	-	I-HARDWARE	32	33	33	7	101	training
3810	Time	I-HARDWARE	33	37	33	7	101	training
3811	RAN	I-HARDWARE	38	41	33	7	101	training
3812	Intelligent	I-HARDWARE	42	53	33	7	101	training
3813	Controller	I-HARDWARE	54	64	33	7	101	training
3814	(	O	65	66	33	7	101	training
3815	Non	O	66	69	33	7	101	training
3816	-	O	69	70	33	7	101	training
3817	RT	O	70	72	33	7	101	training
3818	RIC	O	73	76	33	7	101	training
3819	)	O	76	77	33	7	101	training
3820	of	O	78	80	33	7	101	training
3821	a	O	81	82	33	7	101	training
3822	Service	O	83	90	33	7	101	training
3823	Management	O	91	101	33	7	101	training
3824	and	O	102	105	33	7	101	training
3825	Orchestration	O	106	119	33	7	101	training
3826	(	O	120	121	33	7	101	training
3827	SMO	O	121	124	33	7	101	training
3828	)	O	124	125	33	7	101	training
3829	entity	O	126	132	33	7	101	training
3830	of	O	133	135	33	7	101	training
3831	an	O	136	138	33	7	101	training
3832	Open	B-COMUNICAÇÃO	139	143	33	7	101	training
3833	Radio	I-COMUNICAÇÃO	144	149	33	7	101	training
3834	Access	I-COMUNICAÇÃO	150	156	33	7	101	training
3835	Network	I-COMUNICAÇÃO	157	164	33	7	101	training
3836	(	O	165	166	33	7	101	training
3837	O	O	166	167	33	7	101	training
3838	-	O	167	168	33	7	101	training
3839	RAN	O	168	171	33	7	101	training
3840	)	O	171	172	33	7	101	training
3841	includes	O	173	181	33	7	101	training
3842	processing	B-HARDWARE	182	192	33	7	101	training
3843	circuitry	I-HARDWARE	193	202	33	7	101	training
3844	coupled	O	203	210	33	7	101	training
3845	to	O	211	213	33	7	101	training
3846	memory	B-HARDWARE	214	220	33	7	101	training
3847	. 	O	220	221	33	7	101	training
3848	To	O	222	224	33	7	102	training
3849	configure	O	225	234	33	7	102	training
3850	the	O	235	238	33	7	102	training
3851	Non	O	239	242	33	7	102	training
3852	-	O	242	243	33	7	102	training
3853	RT	O	243	245	33	7	102	training
3854	RIC	O	246	249	33	7	102	training
3855	for	O	250	253	33	7	102	training
3856	allocation	O	254	264	33	7	102	training
3857	of	O	265	267	33	7	102	training
3858	network	O	268	275	33	7	102	training
3859	slice	O	276	281	33	7	102	training
3860	subnet	O	282	288	33	7	102	training
3861	instance	O	289	297	33	7	102	training
3862	(	O	298	299	33	7	102	training
3863	NSSI	O	299	303	33	7	102	training
3864	)	O	303	304	33	7	102	training
3865	resources	O	305	314	33	7	102	training
3866	in	O	315	317	33	7	102	training
3867	the	O	318	321	33	7	102	training
3868	O	O	322	323	33	7	102	training
3869	-	O	323	324	33	7	102	training
3870	RAN	O	324	327	33	7	102	training
3871	,	O	327	328	33	7	102	training
3872	the	O	329	332	33	7	102	training
3873	processing	B-HARDWARE	333	343	33	7	102	training
3874	circuitry	I-HARDWARE	344	353	33	7	102	training
3875	is	O	354	356	33	7	102	training
3876	to	O	357	359	33	7	102	training
3877	collect	B-FUNCIONALIDADE	360	367	33	7	102	training
3878	performance	I-FUNCIONALIDADE	368	379	33	7	102	training
3879	measurements	I-FUNCIONALIDADE	380	392	33	7	102	training
3880	related	O	393	400	33	7	102	training
3881	to	O	401	403	33	7	102	training
3882	usage	O	404	409	33	7	102	training
3883	of	O	410	412	33	7	102	training
3884	the	O	413	416	33	7	102	training
3885	NSSI	O	417	421	33	7	102	training
3886	resources	O	422	431	33	7	102	training
3887	. 	O	431	432	33	7	102	training
3888	An	O	433	435	33	7	103	training
3889	artificial	B-SOFTWARE	436	446	33	7	103	training
3890	intelligence	I-SOFTWARE	447	459	33	7	103	training
3891	(	I-SOFTWARE	460	461	33	7	103	training
3892	AI	I-SOFTWARE	461	463	33	7	103	training
3893	)	I-SOFTWARE	463	464	33	7	103	training
3894	/	I-SOFTWARE	464	465	33	7	103	training
3895	machine	I-SOFTWARE	465	472	33	7	103	training
3896	learning	I-SOFTWARE	473	481	33	7	103	training
3897	(	I-SOFTWARE	482	483	33	7	103	training
3898	ML	I-SOFTWARE	483	485	33	7	103	training
3899	)	I-SOFTWARE	485	486	33	7	103	training
3900	model	I-SOFTWARE	487	492	33	7	103	training
3901	is	O	493	495	33	7	103	training
3902	trained	O	496	503	33	7	103	training
3903	based	O	504	509	33	7	103	training
3904	on	O	510	512	33	7	103	training
3905	the	O	513	516	33	7	103	training
3906	performance	O	517	528	33	7	103	training
3907	measurements	O	529	541	33	7	103	training
3908	. 	O	541	542	33	7	103	training
3909	The	O	543	546	33	7	104	training
3910	allocation	O	547	557	33	7	104	training
3911	of	O	558	560	33	7	104	training
3912	the	O	561	564	33	7	104	training
3913	NSSI	O	565	569	33	7	104	training
3914	resources	O	570	579	33	7	104	training
3915	is	O	580	582	33	7	104	training
3916	optimized	O	583	592	33	7	104	training
3917	at	O	593	595	33	7	104	training
3918	a	O	596	597	33	7	104	training
3919	time	O	598	602	33	7	104	training
3920	determined	O	603	613	33	7	104	training
3921	by	O	614	616	33	7	104	training
3922	an	O	617	619	33	7	104	training
3923	inference	O	620	629	33	7	104	training
3924	of	O	630	632	33	7	104	training
3925	the	O	633	636	33	7	104	training
3926	AI	B-SOFTWARE	637	639	33	7	104	training
3927	/	I-SOFTWARE	639	640	33	7	104	training
3928	ML	I-SOFTWARE	640	642	33	7	104	training
3929	model	I-SOFTWARE	643	648	33	7	104	training
3930	. 	O	648	649	33	7	104	training
4891	A	O	0	6	44	7	131	training
4892	method	O	7	13	44	7	131	training
4893	by	O	14	16	44	7	131	training
4894	smart	B-COMUNICAÇÃO	17	22	44	7	131	training
4895	mobility	I-COMUNICAÇÃO	23	31	44	7	131	training
4896	platform	I-COMUNICAÇÃO	32	40	44	7	131	training
4897	includes	O	41	49	44	7	131	training
4898	a	O	50	51	44	7	131	training
4899	mobile	B-SOFTWARE	52	58	44	7	131	training
4900	application	I-SOFTWARE	59	70	44	7	131	training
4901	executing	O	71	80	44	7	131	training
4902	on	O	81	83	44	7	131	training
4903	a	O	84	85	44	7	131	training
4904	mobile	B-HARDWARE	86	92	44	7	131	training
4905	device	I-HARDWARE	93	99	44	7	131	training
4906	,	O	99	100	44	7	131	training
4907	an	O	101	103	44	7	131	training
4908	authentication	B-SOFTWARE	104	118	44	7	131	training
4909	server	I-SOFTWARE	119	125	44	7	131	training
4910	,	O	125	126	44	7	131	training
4911	a	O	127	128	44	7	131	training
4912	mobile	B-SOFTWARE	129	135	44	7	131	training
4913	application	I-SOFTWARE	136	147	44	7	131	training
4914	server	I-SOFTWARE	148	154	44	7	131	training
4915	,	O	154	155	44	7	131	training
4916	and	O	156	159	44	7	131	training
4917	a	O	160	161	44	7	131	training
4918	driving	B-SOFTWARE	162	169	44	7	131	training
4919	telemetry	I-SOFTWARE	170	179	44	7	131	training
4920	service	I-SOFTWARE	180	187	44	7	131	training
4921	. 	O	187	188	44	7	131	training
4922	The	O	189	192	44	7	132	training
4923	mobile	B-SOFTWARE	193	199	44	7	132	training
4924	application	I-SOFTWARE	200	211	44	7	132	training
4925	registers	O	212	221	44	7	132	training
4926	and	O	222	225	44	7	132	training
4927	activates	B-FUNCIONALIDADE	226	235	44	7	132	training
4928	a	I-FUNCIONALIDADE	236	237	44	7	132	training
4929	user	I-FUNCIONALIDADE	238	242	44	7	132	training
4930	account	I-FUNCIONALIDADE	243	250	44	7	132	training
4931	for	O	251	254	44	7	132	training
4932	driving	O	255	262	44	7	132	training
4933	monitoring	O	263	273	44	7	132	training
4934	and	O	274	277	44	7	132	training
4935	rewards	O	278	285	44	7	132	training
4936	. 	O	285	286	44	7	132	training
4937	Trip	O	287	291	44	7	133	training
4938	detection	O	292	301	44	7	133	training
4939	is	O	302	304	44	7	133	training
4940	enabled	O	305	312	44	7	133	training
4941	and	O	313	316	44	7	133	training
4942	raw	O	317	320	44	7	133	training
4943	data	O	321	325	44	7	133	training
4944	is	O	326	328	44	7	133	training
4945	transformed	O	329	340	44	7	133	training
4946	to	O	341	343	44	7	133	training
4947	driving	O	344	351	44	7	133	training
4948	factors	O	352	359	44	7	133	training
4949	by	O	360	362	44	7	133	training
4950	the	O	363	366	44	7	133	training
4951	driving	B-SOFTWARE	367	374	44	7	133	training
4952	telemetry	I-SOFTWARE	375	384	44	7	133	training
4953	service	I-SOFTWARE	385	392	44	7	133	training
4954	. 	O	392	393	44	7	133	training
4955	The	O	394	397	44	7	134	training
4956	mobile	B-SOFTWARE	398	404	44	7	134	training
4957	application	I-SOFTWARE	405	416	44	7	134	training
4958	server	I-SOFTWARE	417	423	44	7	134	training
4959	converts	B-FUNCIONALIDADE	424	432	44	7	134	training
