item,token,tag,sentence,start,end,document,partition,trainingTest
7415,incidents,O,238,69,78,65,8,test
7416,",",O,238,78,79,65,8,test
7417,improvement,O,238,80,91,65,8,test
7418,of,O,238,92,94,65,8,test
7419,conversion,O,238,95,105,65,8,test
7420,rates,O,238,106,111,65,8,test
7421,and,O,238,112,115,65,8,test
7422,employee,O,238,116,124,65,8,test
7423,compliance,O,238,125,135,65,8,test
7424,rates,B-FUNCIONALIDADE,238,136,141,65,8,test
7425,.,I-FUNCIONALIDADE,238,141,142,65,8,test
7426,1_45_An,O,240,0,7,66,3,training
7427,X,B-HARDWARE,240,8,9,66,3,training
7428,-,I-HARDWARE,240,9,10,66,3,training
7429,ray,I-HARDWARE,240,10,13,66,3,training
7430,imaging,I-HARDWARE,240,14,21,66,3,training
7431,detector,I-HARDWARE,240,22,30,66,3,training
7432,comprises,O,240,31,40,66,3,training
7433,at,O,240,41,43,66,3,training
7434,least,O,240,44,49,66,3,training
7435,one,O,240,50,53,66,3,training
7436,wireless,B-HARDWARE,240,54,62,66,3,training
7437,transceiver,I-HARDWARE,240,63,74,66,3,training
7438,configured,O,240,75,85,66,3,training
7439,to,O,240,86,88,66,3,training
7440,download,B-FUNCIONALIDADE,240,89,97,66,3,training
7441,study,I-FUNCIONALIDADE,240,98,103,66,3,training
7442,data,I-FUNCIONALIDADE,240,104,108,66,3,training
7443,from,O,240,109,113,66,3,training
7444,at,O,240,114,116,66,3,training
7445,least,O,240,117,122,66,3,training
7446,one,O,240,123,126,66,3,training
7447,external,B-SOFTWARE,240,127,135,66,3,training
7448,server,I-SOFTWARE,240,136,142,66,3,training
7449,",",O,240,142,143,66,3,training
7450,a,O,240,144,145,66,3,training
7451,digital,B-HARDWARE,240,146,153,66,3,training
7452,image,I-HARDWARE,240,154,159,66,3,training
7453,sensor,I-HARDWARE,240,160,166,66,3,training
7454,configured,O,240,167,177,66,3,training
7455,to,O,240,178,180,66,3,training
7456,generate,B-FUNCIONALIDADE,240,181,189,66,3,training
7457,a,I-FUNCIONALIDADE,240,190,191,66,3,training
7458,plurality,I-FUNCIONALIDADE,240,192,201,66,3,training
7459,of,I-FUNCIONALIDADE,240,202,204,66,3,training
7460,signals,I-FUNCIONALIDADE,240,205,212,66,3,training
7461,in,O,240,213,215,66,3,training
7462,response,O,240,216,224,66,3,training
7463,to,O,240,225,227,66,3,training
7464,x,O,240,228,229,66,3,training
7465,-,O,240,229,230,66,3,training
7466,rays,O,240,230,234,66,3,training
7467,incident,O,240,235,243,66,3,training
7468,on,O,240,244,246,66,3,training
7469,the,O,240,247,250,66,3,training
7470,imaging,B-HARDWARE,240,251,258,66,3,training
7471,detector,I-HARDWARE,240,259,267,66,3,training
7472,",",O,240,267,268,66,3,training
7473,and,O,240,269,272,66,3,training
7474,at,O,240,273,275,66,3,training
7475,least,O,240,276,281,66,3,training
7476,one,O,240,282,285,66,3,training
7477,processor,B-HARDWARE,240,286,295,66,3,training
7478,communicatively,O,240,296,311,66,3,training
7479,coupled,O,240,312,319,66,3,training
7480,to,O,240,320,322,66,3,training
7481,the,O,240,323,326,66,3,training
7482,imaging,B-HARDWARE,240,327,334,66,3,training
7483,detector,I-HARDWARE,240,335,343,66,3,training
7484,and,O,240,344,347,66,3,training
7485,the,O,240,348,351,66,3,training
7486,radio,B-HARDWARE,240,352,357,66,3,training
7487,.,O,240,357,358,66,3,training
7488,The,O,241,0,3,66,3,training
7489,at,O,241,4,6,66,3,training
7490,least,O,241,7,12,66,3,training
7491,one,B-HARDWARE,241,13,16,66,3,training
7492,processor,I-HARDWARE,241,17,26,66,3,training
7493,is,I-HARDWARE,241,27,29,66,3,training
7494,configured,O,241,30,40,66,3,training
7495,to,O,241,41,43,66,3,training
7496,receive,O,241,44,51,66,3,training
7497,the,O,241,52,55,66,3,training
7498,plurality,B-HARDWARE,241,56,65,66,3,training
7499,of,I-HARDWARE,241,66,68,66,3,training
7500,signals,O,241,69,76,66,3,training
7501,and,O,241,77,80,66,3,training
7502,generate,O,241,81,89,66,3,training
7503,a,B-FUNCIONALIDADE,241,90,91,66,3,training
7504,digital,I-FUNCIONALIDADE,241,92,99,66,3,training
7505,representation,O,241,100,114,66,3,training
7506,of,O,241,115,117,66,3,training
7507,an,O,241,118,120,66,3,training
7508,x,O,241,121,122,66,3,training
7509,-,O,241,122,123,66,3,training
7510,ray,O,241,123,126,66,3,training
7511,image,B-SOFTWARE,241,127,132,66,3,training
7512,based,I-SOFTWARE,241,133,138,66,3,training
7513,on,I-SOFTWARE,241,139,141,66,3,training
7514,the,O,241,142,145,66,3,training
7515,plurality,B-HARDWARE,241,146,155,66,3,training
7516,of,I-HARDWARE,241,156,158,66,3,training
7517,signals,I-HARDWARE,241,159,166,66,3,training
7518,and,O,241,167,170,66,3,training
7519,associate,O,241,171,180,66,3,training
7520,the,B-FUNCIONALIDADE,241,181,184,66,3,training
7521,digital,I-FUNCIONALIDADE,241,185,192,66,3,training
7522,representation,I-FUNCIONALIDADE,241,193,207,66,3,training
7523,to,I-FUNCIONALIDADE,241,208,210,66,3,training
7524,the,O,241,211,214,66,3,training
7525,study,O,241,215,220,66,3,training
7526,data,O,241,221,225,66,3,training
7527,.,O,241,225,226,66,3,training
7528,1_77_Provided,O,243,0,13,67,1,training
7529,is,O,243,14,16,67,1,training
7530,a,O,243,17,18,67,1,training
7531,smart,B-SOFTWARE,243,19,24,67,1,training
7532,mobility,I-SOFTWARE,243,25,33,67,1,training
7533,link,I-SOFTWARE,243,34,38,67,1,training
7534,system,I-SOFTWARE,243,39,45,67,1,training
7535,which,O,243,46,51,67,1,training
7536,provides,B-FUNCIONALIDADE,243,52,60,67,1,training
7537,a,I-FUNCIONALIDADE,243,61,62,67,1,training
7538,travel,I-FUNCIONALIDADE,243,63,69,67,1,training
7539,path,I-FUNCIONALIDADE,243,70,74,67,1,training
7540,through,O,243,75,82,67,1,training
7541,a,O,243,83,84,67,1,training
7542,vehicle,B-HARDWARE,243,85,92,67,1,training
7543,terminal,I-HARDWARE,243,93,101,67,1,training
7544,installed,O,243,102,111,67,1,training
7545,in,O,243,112,114,67,1,training
7546,a,O,243,115,116,67,1,training
7547,vehicle,O,243,117,124,67,1,training
7548,up,O,243,125,127,67,1,training
7549,to,O,243,128,130,67,1,training
7550,a,O,243,131,132,67,1,training
7551,location,O,243,133,141,67,1,training
7552,at,O,243,142,144,67,1,training
7553,which,O,243,145,150,67,1,training
7554,parking,O,243,151,158,67,1,training
7555,is,O,243,159,161,67,1,training
7556,allowed,O,243,162,169,67,1,training
7557,",",O,243,169,170,67,1,training
7558,and,O,243,171,174,67,1,training
7559,mobility,O,243,175,183,67,1,training
7560,is,O,243,184,186,67,1,training
7561,relayed,O,243,187,194,67,1,training
7562,to,O,243,195,197,67,1,training
7563,a,O,243,198,199,67,1,training
7564,vehicle,B-HARDWARE,243,200,207,67,1,training
7565,-,I-HARDWARE,243,207,208,67,1,training
7566,carried,I-HARDWARE,243,208,215,67,1,training
7567,moving,I-HARDWARE,243,216,222,67,1,training
7568,object,I-HARDWARE,243,223,229,67,1,training
7569,terminal,I-HARDWARE,243,230,238,67,1,training
7570,which,O,243,239,244,67,1,training
7571,is,O,243,245,247,67,1,training
7572,installed,O,243,248,257,67,1,training
7573,in,O,243,258,260,67,1,training
7574,a,O,243,261,262,67,1,training
7575,vehicle,O,243,263,270,67,1,training
7576,-,O,243,270,271,67,1,training
7577,carried,O,243,271,278,67,1,training
7578,moving,O,243,279,285,67,1,training
7579,object,O,243,286,292,67,1,training
7580,over,O,243,293,297,67,1,training
7581,a,O,243,298,299,67,1,training
7582,remaining,O,243,300,309,67,1,training
7583,distance,O,243,310,318,67,1,training
7584,so,O,243,319,321,67,1,training
7585,that,O,243,322,326,67,1,training
7586,the,O,243,327,330,67,1,training
7587,travel,O,243,331,337,67,1,training
7588,path,O,243,338,342,67,1,training
7589,can,O,243,343,346,67,1,training
7590,be,O,243,347,349,67,1,training
7591,continuously,O,243,350,362,67,1,training
7592,provided,O,243,363,371,67,1,training
7593,.,O,243,371,372,67,1,training
7594,Accordingly,O,244,0,11,67,1,training
7595,",",O,244,11,12,67,1,training
7596,a,O,244,13,14,67,1,training
7597,user,O,244,15,19,67,1,training
7598,can,B-SOFTWARE,244,20,23,67,1,training
7599,be,I-SOFTWARE,244,24,26,67,1,training
7600,guided,I-SOFTWARE,244,27,33,67,1,training
7601,through,I-SOFTWARE,244,34,41,67,1,training
7602,a,I-SOFTWARE,244,42,43,67,1,training
7603,travel,O,244,44,50,67,1,training
7604,path,O,244,51,55,67,1,training
7605,even,B-FUNCIONALIDADE,244,56,60,67,1,training
7606,in,I-FUNCIONALIDADE,244,61,63,67,1,training
7607,an,I-FUNCIONALIDADE,244,64,66,67,1,training
7608,area,I-FUNCIONALIDADE,244,67,71,67,1,training
7609,in,I-FUNCIONALIDADE,244,72,74,67,1,training
7610,which,O,244,75,80,67,1,training
7611,vehicle,O,244,81,88,67,1,training
7612,travel,B-HARDWARE,244,89,95,67,1,training
7613,is,I-HARDWARE,244,96,98,67,1,training
7614,not,O,244,99,102,67,1,training
7615,possible,O,244,103,111,67,1,training
7616,without,O,244,112,119,67,1,training
7617,additional,O,244,120,130,67,1,training
7618,manipulation,O,244,131,143,67,1,training
7619,of,O,244,144,146,67,1,training
7620,the,O,244,147,150,67,1,training
7621,user,O,244,151,155,67,1,training
7622,.,O,244,155,156,67,1,training
7623,1_3_Apparatuses,O,246,0,15,68,7,training
7624,",",O,246,15,16,68,7,training
7625,methods,O,246,17,24,68,7,training
7626,and,O,246,25,28,68,7,training
7627,storage,O,246,29,36,68,7,training
7628,medium,O,246,37,43,68,7,training
7629,associated,O,246,44,54,68,7,training
7630,with,O,246,55,59,68,7,training
7631,an,O,246,60,62,68,7,training
7632,intelligent,B-HARDWARE,246,63,74,68,7,training
7633,LED,I-HARDWARE,246,75,78,68,7,training
7634,light,I-HARDWARE,246,79,84,68,7,training
7635,apparatus,I-HARDWARE,246,85,94,68,7,training
7636,are,O,246,95,98,68,7,training
7637,disclosed,O,246,99,108,68,7,training
7638,herein,O,246,109,115,68,7,training
7639,.,O,246,115,116,68,7,training
7640,In,O,247,0,2,68,7,training
7641,embodiments,O,247,3,14,68,7,training
7642,",",O,247,14,15,68,7,training
7643,an,O,247,16,18,68,7,training
7644,intelligent,O,247,19,30,68,7,training
7645,LED,O,247,31,34,68,7,training
7646,light,O,247,35,40,68,7,training
7647,apparatus,O,247,41,50,68,7,training
7648,may,O,247,51,54,68,7,training
7649,include,O,247,55,62,68,7,training
7650,a,B-HARDWARE,247,63,64,68,7,training
7651,communication,I-HARDWARE,247,65,78,68,7,training
7652,interface,I-HARDWARE,247,79,88,68,7,training
7653,",",I-HARDWARE,247,88,89,68,7,training
7654,a,I-HARDWARE,247,90,91,68,7,training
7655,processor,O,247,92,101,68,7,training
7656,",",O,247,101,102,68,7,training
7657,a,O,247,103,104,68,7,training
7658,body,O,247,105,109,68,7,training
7659,that,O,247,110,114,68,7,training
7660,encases,O,247,115,122,68,7,training
7661,at,O,247,123,125,68,7,training
7662,least,O,247,126,131,68,7,training
7663,the,O,247,132,135,68,7,training
7664,communication,B-HARDWARE,247,136,149,68,7,training
7665,interface,I-HARDWARE,247,150,159,68,7,training
7666,and,I-HARDWARE,247,160,163,68,7,training
7667,the,I-HARDWARE,247,164,167,68,7,training
7668,processor,O,247,168,177,68,7,training
7669,",",O,247,177,178,68,7,training
7670,and,O,247,179,182,68,7,training
7671,a,B-HARDWARE,247,183,184,68,7,training
7672,plurality,I-HARDWARE,247,185,194,68,7,training
7673,of,I-HARDWARE,247,195,197,68,7,training
7674,sensors,I-HARDWARE,247,198,205,68,7,training
7675,of,O,247,206,208,68,7,training
7676,a,B-HARDWARE,247,209,210,68,7,training
7677,plurality,O,247,211,220,68,7,training
7678,of,O,247,221,223,68,7,training
7679,sensor,O,247,224,230,68,7,training
7680,types,O,247,231,236,68,7,training
7681,disposed,O,247,237,245,68,7,training
7682,on,O,247,246,248,68,7,training
7683,the,O,247,249,252,68,7,training
7684,body,B-HARDWARE,247,253,257,68,7,training
7685,.,I-HARDWARE,247,257,258,68,7,training
7686,The,O,248,0,3,68,7,training
7687,processor,O,248,4,13,68,7,training
7688,may,O,248,14,17,68,7,training
7689,be,O,248,18,20,68,7,training
7690,configured,O,248,21,31,68,7,training
7691,to,O,248,32,34,68,7,training
7692,receive,O,248,35,42,68,7,training
7693,sensor,O,248,43,49,68,7,training
7694,data,O,248,50,54,68,7,training
7695,from,O,248,55,59,68,7,training
7696,the,O,248,60,63,68,7,training
7697,sensors,B-HARDWARE,248,64,71,68,7,training
7698,",",I-HARDWARE,248,71,72,68,7,training
7699,and,I-HARDWARE,248,73,76,68,7,training
7700,transmit,I-HARDWARE,248,77,85,68,7,training
7701,the,I-HARDWARE,248,86,89,68,7,training
7702,sensor,O,248,90,96,68,7,training
7703,data,O,248,97,101,68,7,training
7704,or,O,248,102,104,68,7,training
7705,results,O,248,105,112,68,7,training
7706,from,O,248,113,117,68,7,training
7707,processing,O,248,118,128,68,7,training
7708,the,O,248,129,132,68,7,training
7709,sensor,O,248,133,139,68,7,training
7710,data,B-HARDWARE,248,140,144,68,7,training
7711,to,I-HARDWARE,248,145,147,68,7,training
7712,an,I-HARDWARE,248,148,150,68,7,training
7713,external,I-HARDWARE,248,151,159,68,7,training
7714,recipient,O,248,160,169,68,7,training
7715,.,O,248,169,170,68,7,training
7716,Further,O,249,0,7,68,7,training
7717,",",O,249,7,8,68,7,training
7718,for,O,249,9,12,68,7,training
7719,some,O,249,13,17,68,7,training
7720,embodiments,O,249,18,29,68,7,training
7721,",",O,249,29,30,68,7,training
7722,the,O,249,31,34,68,7,training
7723,intelligent,O,249,35,46,68,7,training
7724,LED,O,249,47,50,68,7,training
7725,bulb,O,249,51,55,68,7,training
7726,apparatus,O,249,56,65,68,7,training
7727,may,B-HARDWARE,249,66,69,68,7,training
7728,further,I-HARDWARE,249,70,77,68,7,training
7729,comprise,I-HARDWARE,249,78,86,68,7,training
7730,LED,I-HARDWARE,249,87,90,68,7,training
7731,lights,O,249,91,97,68,7,training
7732,",",O,249,97,98,68,7,training
7733,and,O,249,99,102,68,7,training
7734,the,O,249,103,106,68,7,training
7735,body,O,249,107,111,68,7,training
7736,further,O,249,112,119,68,7,training
7737,encases,O,249,120,127,68,7,training
7738,the,O,249,128,131,68,7,training
7739,LED,O,249,132,135,68,7,training
7740,lights,B-HARDWARE,249,136,142,68,7,training
7741,.,I-HARDWARE,249,142,143,68,7,training
7742,In,O,250,0,2,68,7,training
7743,other,O,250,3,8,68,7,training
7744,embodiments,O,250,9,20,68,7,training
7745,",",O,250,20,21,68,7,training
7746,the,O,250,22,25,68,7,training
7747,body,O,250,26,30,68,7,training
7748,may,O,250,31,34,68,7,training
7749,include,O,250,35,42,68,7,training
7750,a,O,250,43,44,68,7,training
7751,male,O,250,45,49,68,7,training
7752,connector,O,250,50,59,68,7,training
7753,to,O,250,60,62,68,7,training
7754,mate,B-HARDWARE,250,63,67,68,7,training
7755,with,I-HARDWARE,250,68,72,68,7,training
7756,a,I-HARDWARE,250,73,74,68,7,training
7757,bulb,I-HARDWARE,250,75,79,68,7,training
7758,receptor,I-HARDWARE,250,80,88,68,7,training
7759,",",I-HARDWARE,250,88,89,68,7,training
7760,and,I-HARDWARE,250,90,93,68,7,training
7761,a,O,250,94,95,68,7,training
7762,female,O,250,96,102,68,7,training
7763,connector,O,250,103,112,68,7,training
7764,to,O,250,113,115,68,7,training
7765,mate,O,250,116,120,68,7,training
7766,with,O,250,121,125,68,7,training
7767,a,O,250,126,127,68,7,training
7768,LED,O,250,128,131,68,7,training
7769,bulb,O,250,132,136,68,7,training
7770,.,B-HARDWARE,250,136,137,68,7,training
7771,Other,O,251,0,5,68,7,training
7772,embodiments,O,251,6,17,68,7,training
7773,may,O,251,18,21,68,7,training
7774,be,O,251,22,24,68,7,training
7775,disclosed,O,251,25,34,68,7,training
7776,or,O,251,35,37,68,7,training
7777,claimed,O,251,38,45,68,7,training
7778,.,O,251,45,46,68,7,training
7779,1_94_A,O,253,0,6,69,8,test
7780,smart,O,253,7,12,69,8,test
7781,mobility,O,253,13,21,69,8,test
7782,vehicle,O,253,22,29,69,8,test
7783,includes,O,253,30,38,69,8,test
7784,a,O,253,39,40,69,8,test
7785,windshield,O,253,41,51,69,8,test
7786,including,O,253,52,61,69,8,test
7787,an,O,253,62,64,69,8,test
7788,electrochromic,O,253,65,79,69,8,test
7789,film,O,253,80,84,69,8,test
7790,having,O,253,85,91,69,8,test
7791,adjustable,O,253,92,102,69,8,test
7792,transparency,O,253,103,115,69,8,test
7793,based,O,253,116,121,69,8,test
7794,on,O,253,122,124,69,8,test
7795,power,O,253,125,130,69,8,test
7796,applied,O,253,131,138,69,8,test
7797,thereto,O,253,139,146,69,8,test
7798,",",O,253,146,147,69,8,test
7799,and,O,253,148,151,69,8,test
7800,a,O,253,152,153,69,8,test
7801,projector,B-HARDWARE,253,154,163,69,8,test
7802,configured,O,253,164,174,69,8,test
7803,to,O,253,175,177,69,8,test
7804,project,B-FUNCIONALIDADE,253,178,185,69,8,test
7805,vehicle,I-FUNCIONALIDADE,253,186,193,69,8,test
7806,driving,I-FUNCIONALIDADE,253,194,201,69,8,test
7807,information,I-FUNCIONALIDADE,253,202,213,69,8,test
7808,onto,O,253,214,218,69,8,test
7809,the,O,253,219,222,69,8,test
7810,windshield,O,253,223,233,69,8,test
7811,",",O,253,233,234,69,8,test
7812,wherein,O,253,235,242,69,8,test
7813,the,O,253,243,246,69,8,test
7814,windshield,O,253,247,257,69,8,test
7815,comprises,O,253,258,267,69,8,test
7816,an,O,253,268,270,69,8,test
7817,internal,O,253,271,279,69,8,test
7818,display,O,253,280,287,69,8,test
7819,area,O,253,288,292,69,8,test
7820,and,O,253,293,296,69,8,test
7821,an,O,253,297,299,69,8,test
7822,external,O,253,300,308,69,8,test
7823,display,O,253,309,316,69,8,test
7824,area,O,253,317,321,69,8,test
7825,",",O,253,321,322,69,8,test
7826,the,O,253,323,326,69,8,test
7827,internal,O,253,327,335,69,8,test
7828,display,O,253,336,343,69,8,test
7829,area,O,253,344,348,69,8,test
7830,being,O,253,349,354,69,8,test
7831,configured,O,253,355,365,69,8,test
7832,to,O,253,366,368,69,8,test
7833,display,B-FUNCIONALIDADE,253,369,376,69,8,test
7834,an,I-FUNCIONALIDADE,253,377,379,69,8,test
7835,image,I-FUNCIONALIDADE,253,380,385,69,8,test
7836,toward,O,253,386,392,69,8,test
7837,an,O,253,393,395,69,8,test
7838,inside,O,253,396,402,69,8,test
7839,of,O,253,403,405,69,8,test
7840,the,O,253,406,409,69,8,test
7841,vehicle,O,253,410,417,69,8,test
7842,",",O,253,417,418,69,8,test
7843,the,O,253,419,422,69,8,test
7844,external,O,253,423,431,69,8,test
7845,display,O,253,432,439,69,8,test
7846,area,O,253,440,444,69,8,test
7847,being,O,253,445,450,69,8,test
7848,configured,O,253,451,461,69,8,test
7849,to,O,253,462,464,69,8,test
7850,display,B-FUNCIONALIDADE,253,465,472,69,8,test
7851,an,I-FUNCIONALIDADE,253,473,475,69,8,test
7852,image,I-FUNCIONALIDADE,253,476,481,69,8,test
7853,toward,O,253,482,488,69,8,test
7854,an,O,253,489,491,69,8,test
7855,outside,O,253,492,499,69,8,test
7856,of,O,253,500,502,69,8,test
7857,the,O,253,503,506,69,8,test
7858,vehicle,O,253,507,514,69,8,test
7859,.,O,253,514,515,69,8,test
7860,1_55_A,O,255,0,6,70,3,training
7861,method,O,255,7,13,70,3,training
7862,or,O,255,14,16,70,3,training
7863,system,O,255,17,23,70,3,training
7864,for,O,255,24,27,70,3,training
7865,classifying,B-FUNCIONALIDADE,255,28,39,70,3,training
7866,an,I-FUNCIONALIDADE,255,40,42,70,3,training
7867,activity,I-FUNCIONALIDADE,255,43,51,70,3,training
7868,of,O,255,52,54,70,3,training
7869,a,O,255,55,56,70,3,training
7870,user,B-PESSOA,255,57,61,70,3,training
7871,on,O,255,62,64,70,3,training
7872,the,O,255,65,68,70,3,training
7873,basis,O,255,69,74,70,3,training
7874,of,O,255,75,77,70,3,training
7875,measurements,O,255,78,90,70,3,training
7876,performed,O,255,91,100,70,3,training
7877,by,O,255,101,103,70,3,training
7878,a,O,255,104,105,70,3,training
7879,plurality,O,255,106,115,70,3,training
7880,of,O,255,116,118,70,3,training
7881,sensors,B-HARDWARE,255,119,126,70,3,training
7882,is,O,255,127,129,70,3,training
7883,comprised,O,255,130,139,70,3,training
7884,in,O,255,140,142,70,3,training
7885,a,O,255,143,144,70,3,training
7886,mobile,B-HARDWARE,255,145,151,70,3,training
7887,device,I-HARDWARE,255,152,158,70,3,training
7888,associated,O,255,159,169,70,3,training
7889,with,O,255,170,174,70,3,training
7890,the,O,255,175,178,70,3,training
7891,user,B-PESSOA,255,179,183,70,3,training
7892,.,O,255,183,184,70,3,training
7893,The,O,256,0,3,70,3,training
7894,method,O,256,4,10,70,3,training
7895,comprises,O,256,11,20,70,3,training
7896,:,O,256,20,21,70,3,training
7897,obtaining,O,256,22,31,70,3,training
7898,a,B-FUNCIONALIDADE,256,32,33,70,3,training
7899,set,I-FUNCIONALIDADE,256,34,37,70,3,training
7900,of,I-FUNCIONALIDADE,256,38,40,70,3,training
7901,measurements,O,256,41,53,70,3,training
7902,from,O,256,54,58,70,3,training
7903,the,O,256,59,62,70,3,training
7904,plurality,O,256,63,72,70,3,training
7905,of,O,256,73,75,70,3,training
7906,sensors,O,256,76,83,70,3,training
7907,;,O,256,83,84,70,3,training
7908,iteratively,O,256,85,96,70,3,training
7909,deriving,O,256,97,105,70,3,training
7910,user,O,256,106,110,70,3,training
7911,events,O,256,111,117,70,3,training
7912,from,O,256,118,122,70,3,training
7913,the,B-HARDWARE,256,123,126,70,3,training
7914,set,O,256,127,130,70,3,training
7915,of,O,256,131,133,70,3,training
7916,measurements,O,256,134,146,70,3,training
7917,",",B-HARDWARE,256,146,147,70,3,training
7918,the,I-HARDWARE,256,148,151,70,3,training
7919,user,I-HARDWARE,256,152,156,70,3,training
7920,events,O,256,157,163,70,3,training
7921,comprising,O,256,164,174,70,3,training
7922,time,O,256,175,179,70,3,training
7923,data,O,256,180,184,70,3,training
7924,",",O,256,184,185,70,3,training
7925,user,O,256,186,190,70,3,training
7926,location,O,256,191,199,70,3,training
7927,data,O,256,200,204,70,3,training
7928,",",O,256,204,205,70,3,training
7929,and,O,256,206,209,70,3,training
7930,user,B-FUNCIONALIDADE,256,210,214,70,3,training
7931,movement,I-FUNCIONALIDADE,256,215,223,70,3,training
7932,data,I-FUNCIONALIDADE,256,224,228,70,3,training
7933,;,I-FUNCIONALIDADE,256,228,229,70,3,training
7934,analyzing,O,256,230,239,70,3,training
7935,the,O,256,240,243,70,3,training
7936,iteratively,O,256,244,255,70,3,training
7937,derived,O,256,256,263,70,3,training
7938,user,B-HARDWARE,256,264,268,70,3,training
7939,events,O,256,269,275,70,3,training
7940,to,O,256,276,278,70,3,training
7941,obtain,O,256,279,285,70,3,training
7942,predictions,B-FUNCIONALIDADE,256,286,297,70,3,training
7943,regarding,O,256,298,307,70,3,training
7944,the,O,256,308,311,70,3,training
7945,user,O,256,312,316,70,3,training
7946,events,O,256,317,323,70,3,training
7947,;,O,256,323,324,70,3,training
7948,analyzing,O,256,325,334,70,3,training
7949,the,O,256,335,338,70,3,training
7950,iteratively,O,256,339,350,70,3,training
7951,derived,O,256,351,358,70,3,training
7952,user,O,256,359,363,70,3,training
7953,events,O,256,364,370,70,3,training
7954,and,O,256,371,374,70,3,training
7955,the,O,256,375,378,70,3,training
7956,predictions,O,256,379,390,70,3,training
7957,to,O,256,391,393,70,3,training
7958,obtain,O,256,394,400,70,3,training
7959,circumstances,O,256,401,414,70,3,training
7960,of,B-FUNCIONALIDADE,256,415,417,70,3,training
7961,regarding,I-FUNCIONALIDADE,256,418,427,70,3,training
7962,the,I-FUNCIONALIDADE,256,428,431,70,3,training
7963,user,I-FUNCIONALIDADE,256,432,436,70,3,training
7964,events,I-FUNCIONALIDADE,256,437,443,70,3,training
7965,;,I-FUNCIONALIDADE,256,443,444,70,3,training
7966,and,I-FUNCIONALIDADE,256,445,448,70,3,training
7967,outputting,I-FUNCIONALIDADE,256,449,459,70,3,training
7968,the,O,256,460,463,70,3,training
7969,circumstances,B-FUNCIONALIDADE,256,464,477,70,3,training
7970,to,I-FUNCIONALIDADE,256,478,480,70,3,training
7971,an,O,256,481,483,70,3,training
7972,information,O,256,484,495,70,3,training
7973,system,O,256,496,502,70,3,training
7974,.,O,256,502,503,70,3,training
7975,1_47_Disclosed,O,258,0,14,71,5,training
7976,is,O,258,15,17,71,5,training
7977,vehicle,B-SOFTWARE,258,18,25,71,5,training
7978,movement,I-SOFTWARE,258,26,34,71,5,training
7979,prediction,I-SOFTWARE,258,35,45,71,5,training
7980,method,I-SOFTWARE,258,46,52,71,5,training
7981,and,O,258,53,56,71,5,training
7982,apparatus,O,258,57,66,71,5,training
7983,for,O,258,67,70,71,5,training
7984,identifying,B-FUNCIONALIDADE,258,71,82,71,5,training
7985,a,I-FUNCIONALIDADE,258,83,84,71,5,training
7986,type,I-FUNCIONALIDADE,258,85,89,71,5,training
7987,of,I-FUNCIONALIDADE,258,90,92,71,5,training
7988,a,I-FUNCIONALIDADE,258,93,94,71,5,training
7989,target,I-FUNCIONALIDADE,258,95,101,71,5,training
7990,vehicle,I-FUNCIONALIDADE,258,102,109,71,5,training
7991,traveling,I-FUNCIONALIDADE,258,110,119,71,5,training
7992,in,O,258,120,122,71,5,training
7993,a,O,258,123,124,71,5,training
7994,target,O,258,125,131,71,5,training
7995,lane,O,258,132,136,71,5,training
7996,on,O,258,137,139,71,5,training
7997,a,O,258,140,141,71,5,training
7998,road,O,258,142,146,71,5,training
7999,and,O,258,147,150,71,5,training
8000,generating,B-FUNCIONALIDADE,258,151,161,71,5,training
8001,movement,I-FUNCIONALIDADE,258,162,170,71,5,training
8002,prediction,I-FUNCIONALIDADE,258,171,181,71,5,training
8003,information,I-FUNCIONALIDADE,258,182,193,71,5,training
8004,to,O,258,194,196,71,5,training
8005,predict,B-FUNCIONALIDADE,258,197,204,71,5,training
8006,a,I-FUNCIONALIDADE,258,205,206,71,5,training
8007,movement,I-FUNCIONALIDADE,258,207,215,71,5,training
8008,of,I-FUNCIONALIDADE,258,216,218,71,5,training
8009,the,I-FUNCIONALIDADE,258,219,222,71,5,training
8010,target,I-FUNCIONALIDADE,258,223,229,71,5,training
8011,vehicle,I-FUNCIONALIDADE,258,230,237,71,5,training
8012,based,O,258,238,243,71,5,training
8013,on,O,258,244,246,71,5,training
8014,the,O,258,247,250,71,5,training
8015,type,O,258,251,255,71,5,training
8016,of,O,258,256,258,71,5,training
8017,the,O,258,259,262,71,5,training
8018,target,O,258,263,269,71,5,training
8019,vehicle,O,258,270,277,71,5,training
8020,",",O,258,277,278,71,5,training
8021,wherein,O,258,279,286,71,5,training
8022,the,O,258,287,290,71,5,training
8023,movement,O,258,291,299,71,5,training
8024,is,O,258,300,302,71,5,training
8025,associated,O,258,303,313,71,5,training
8026,with,O,258,314,318,71,5,training
8027,the,O,258,319,322,71,5,training
8028,target,O,258,323,329,71,5,training
8029,lane,O,258,330,334,71,5,training
8030,.,O,258,334,335,71,5,training
8031,1_117_According,O,260,0,15,72,3,training
8032,to,O,260,16,18,72,3,training
8033,an,O,260,19,21,72,3,training
8034,aspect,O,260,22,28,72,3,training
8035,of,O,260,29,31,72,3,training
8036,the,O,260,32,35,72,3,training
8037,present,O,260,36,43,72,3,training
8038,disclosure,O,260,44,54,72,3,training
8039,",",O,260,54,55,72,3,training
8040,there,O,260,56,61,72,3,training
